image_id,selected_source,selected_run_idx,predicted_iou,actual_iou,actual_ari
rwtd_1,rwtd_1_p02_m00.png,2,0.9613135457038879,0.9656160458368879,0.9705745949358597
rwtd_2,rwtd_2_p01_m00.png,2,0.808657169342041,0.8466233838276271,0.6910385024926999
rwtd_3,run3_union,3,0.5895274877548218,0.647804853738357,0.3219083907204034
rwtd_4,rwtd_4_p02_m00.png,1,0.9264593124389648,0.9455015268894722,0.9506382415950143
rwtd_5,run2_union,2,0.9180275201797485,0.9258968829595868,0.9074792137241453
rwtd_8,rwtd_8_p01_m00.png,1,0.8935555219650269,0.8877112773590755,0.8117786562047897
rwtd_12,run3_union,3,0.601471483707428,0.6074601053364369,0.15211599196398914
rwtd_13,rwtd_13_p02_m00.png,3,0.9305552244186401,0.941693268168757,0.8779884664010903
rwtd_14,run0_union,0,0.9470407366752625,0.9560091600436629,0.9072821523783525
rwtd_15,run2_union,2,0.6573405861854553,0.7493051789575154,0.24096730934978428
rwtd_16,run3_union,3,0.7571557760238647,0.8126618302250749,0.5696532670750731
rwtd_17,run2_union,2,0.7104382514953613,0.6554618399707454,0.2376940461759895
rwtd_18,run1_union,1,0.9105028510093689,0.9638576433649034,0.961798931464189
rwtd_22,rwtd_22_p02_m00.png,1,0.8265398144721985,0.8633977853751535,0.76882518930569
rwtd_24,rwtd_24_p02_m00.png,2,0.8499895334243774,0.8852954242480204,0.9023689821760598
rwtd_25,run2_union,2,0.9685990810394287,0.9707929308688974,0.9547977959684683
rwtd_27,run3_union,3,0.8175100684165955,0.9570834691842309,0.9364375605346222
rwtd_28,rwtd_28_p01_m00.png,1,0.8286193013191223,0.8423443617536617,0.7039497019463169
rwtd_30,rwtd_30_p02_m09.png,3,0.6805295348167419,0.7189999665292713,0.5527561413226666
rwtd_33,run0_union,0,0.8911327719688416,0.9254829806791033,0.7207241407683012
rwtd_34,run0_union,0,0.8561140894889832,0.8611170554229379,0.6396127595440045
rwtd_36,rwtd_36_p01_m00.png,0,0.9341884851455688,0.9575871818969217,0.9598089880265178
rwtd_38,run3_union,3,0.4758044183254242,0.49996410366501565,0.5165898771914474
rwtd_39,rwtd_39_p03_m00.png,1,0.6778356432914734,0.7204386312559103,0.6415670923106832
rwtd_40,run0_union,0,0.8084499835968018,0.8042405283225287,0.810464396067822
rwtd_41,run1_union,1,0.7060285210609436,0.688644395757938,0.06307737126942889
rwtd_44,rwtd_44_p03_m00.png,0,0.6409714818000793,0.7107102282483192,0.5520861374485285
rwtd_45,run3_union,3,0.9605448246002197,0.9915026508800167,0.9786003550741514
rwtd_47,run2_union,2,0.9501789808273315,0.9656789472113319,0.9298038267830764
rwtd_48,run2_union,2,0.6308901906013489,0.5895386520034418,0.09726721861695842
rwtd_51,run3_union,3,0.960823118686676,0.9862162503123069,0.9735050285138045
rwtd_54,rwtd_54_p01_m00.png,2,0.9356099963188171,0.9811206414297475,0.9507897923464486
rwtd_56,rwtd_56_p03_m00.png,2,0.8720114827156067,0.8982947455957346,0.7886498718260591
rwtd_58,rwtd_58_p01_m00.png,1,0.8793463110923767,0.8967670931327644,0.7841020825002828
rwtd_59,rwtd_59_p01_m11.png,3,0.8854024410247803,0.9391874699586125,0.8730202799169833
rwtd_60,rwtd_60_p01_m00.png,3,0.9116279482841492,0.9548583176859083,0.9385535856062281
rwtd_63,rwtd_63_p02_m01.png,3,0.837510347366333,0.9173974665563053,0.8879342116108891
rwtd_67,rwtd_67_p01_m00.png,0,0.6657263040542603,0.8231308320717732,0.7391036028720258
rwtd_69,rwtd_69_p01_m00.png,0,0.8433580994606018,0.864039466726775,0.7373678906585655
rwtd_70,rwtd_70_p01_m00.png,1,0.938839852809906,0.9473506295925311,0.8891763418028569
rwtd_71,run2_union,2,0.9765819907188416,0.9779358280047042,0.9803834234460299
rwtd_73,rwtd_73_p01_m00.png,1,0.9467931389808655,0.9504421460458381,0.905539189067167
rwtd_74,rwtd_74_p01_m01.png,3,0.9245994091033936,0.9214546709988737,0.8403124027050646
rwtd_76,rwtd_76_p02_m00.png,2,0.9459683299064636,0.9529910218872424,0.9164787655177096
rwtd_77,run0_union,0,0.766862690448761,0.792490842489633,-0.03660272463353395
rwtd_78,rwtd_78_p01_m00.png,2,0.8189565539360046,0.7827659852644259,0.7136744362828876
rwtd_79,rwtd_79_p01_m00.png,1,0.763224720954895,0.7691344176467206,0.3718956043909545
rwtd_84,run2_union,2,0.9589440226554871,0.9658020576693023,0.9431626361599073
rwtd_85,rwtd_85_p01_m00.png,3,0.8975300192832947,0.9091842722971347,0.8543303520744664
rwtd_86,run3_union,3,0.7585099339485168,0.8050092842656883,0.51134915237403
rwtd_88,rwtd_88_p01_m09.png,3,0.5503594279289246,0.48623206530278945,0.08348264333349158
rwtd_91,rwtd_91_p03_m00.png,0,0.8978503942489624,0.9234286410994226,0.8525542289248053
rwtd_93,rwtd_93_p01_m00.png,2,0.9126060605049133,0.9584556333222004,0.9336337458204754
rwtd_95,run3_union,3,0.9292899370193481,0.9678072228164954,0.9388300417411335
rwtd_96,run0_union,0,0.9258021116256714,0.94714096931695,0.9116373008807492
rwtd_101,run3_union,3,0.7041947841644287,0.6669878814405986,0.424963324370103
rwtd_102,rwtd_102_p02_m00.png,0,0.6735802888870239,0.6151241738242385,0.12006782160872748
rwtd_103,rwtd_103_p01_m00.png,2,0.8492421507835388,0.9116428423404203,0.894756806958639
rwtd_104,rwtd_104_p01_m00.png,0,0.8648315072059631,0.9074591391031324,0.13881774701213656
rwtd_106,run2_union,2,0.8201473951339722,0.8748330079038655,0.8999229921386702
rwtd_107,run3_union,3,0.8016371130943298,0.908365753307094,0.810150877607988
rwtd_109,run0_union,0,0.5792231559753418,0.5744978446286011,0.18312246208248018
rwtd_118,rwtd_118_p01_m00.png,0,0.6704856157302856,0.7320609479609637,0.25581058522931566
rwtd_121,run3_union,3,0.740057647228241,0.8261640729817448,0.016980655002042884
rwtd_122,rwtd_122_p01_m00.png,1,0.9145103693008423,0.9130474397105234,0.8328876246528346
rwtd_125,run2_union,2,0.9393728971481323,0.9404210840628121,0.9262970168021816
rwtd_128,rwtd_128_p01_m00.png,2,0.8693404793739319,0.8736206713949516,0.6644415346006818
rwtd_129,run3_union,3,0.5787888169288635,0.5794346896507139,0.038632343360549944
rwtd_134,rwtd_134_p02_m00.png,2,0.8697223663330078,0.9644662718446787,0.9263345378496188
rwtd_139,run2_union,2,0.85002201795578,0.8468341496041477,0.7519544885891983
rwtd_142,rwtd_142_p02_m11.png,3,0.7598076462745667,0.9087143295349998,0.9367775457721276
rwtd_149,run0_union,0,0.7683601379394531,0.7691233514332322,0.5291829570538187
rwtd_175,run3_union,3,0.7609262466430664,0.814600205313529,0.5649525332524192
rwtd_176,run3_union,3,0.7984714508056641,0.8477713507981494,0.4226558847139081
rwtd_178,rwtd_178_p01_m00.png,2,0.8349493741989136,0.8741743250973787,0.7972094577559735
rwtd_180,run1_union,1,0.9343388676643372,0.9487130172742613,0.9047244038694455
rwtd_181,run1_union,1,0.8244839906692505,0.949629968717556,0.0005445179451966612
rwtd_182,rwtd_182_p02_m00.png,1,0.9359472990036011,0.941066801488526,0.8894060292426367
rwtd_183,rwtd_183_p01_m00.png,2,0.9564164876937866,0.9582017616725993,0.9100144005093294
rwtd_184,run2_union,2,0.8437789082527161,0.9481956206592688,0.0005277613091633521
rwtd_185,run0_union,0,0.9360858201980591,0.9481750203563034,0.9162519068531988
rwtd_186,rwtd_186_p02_m00.png,1,0.735912024974823,0.8222180094755556,0.7330412798870679
rwtd_188,rwtd_188_p02_m00.png,3,0.799994170665741,0.853847082978458,0.72640195803469
rwtd_189,rwtd_189_p01_m00.png,0,0.8356989026069641,0.8096000776535145,0.24290130057460643
rwtd_194,rwtd_194_p01_m00.png,1,0.9319899082183838,0.9302166971481222,0.8673266368736097
rwtd_197,rwtd_197_p01_m00.png,0,0.9462542533874512,0.9503294214511264,0.8856055662123766
rwtd_200,run2_union,2,0.9728484749794006,0.9771977197670907,0.9716600834385418
rwtd_201,rwtd_201_p02_m01.png,3,0.8924045562744141,0.9041900186789307,0.8125142098098945
rwtd_202,run2_union,2,0.967770516872406,0.9699159992138605,0.9619235443137891
rwtd_205,run0_union,0,0.9324474334716797,0.933123327383661,0.8589338906120345
rwtd_207,rwtd_207_p02_m00.png,1,0.9526263475418091,0.9575628108629078,0.9204098800826414
rwtd_210,rwtd_210_p01_m00.png,2,0.8785517811775208,0.8948162553618065,0.8176423145659344
rwtd_213,rwtd_213_p01_m00.png,0,0.9581305384635925,0.9664416947855631,0.924969066216965
rwtd_214,rwtd_214_p01_m00.png,0,0.9543476700782776,0.9641702886410226,0.9230456460692837
rwtd_215,rwtd_215_p02_m00.png,0,0.9584477543830872,0.9593211419524817,0.9078343952607734
rwtd_216,run0_union,0,0.7992135286331177,0.7792331055407874,0.5648221391630033
rwtd_219,rwtd_219_p01_m00.png,2,0.9556421041488647,0.9647449544382051,0.9256292532101424
rwtd_221,rwtd_221_p03_m02.png,3,0.9558649063110352,0.9770439752310619,0.9563575044873964
rwtd_222,run2_union,2,0.9158863425254822,0.9268857589926329,0.9239823279394908
rwtd_224,rwtd_224_p02_m00.png,1,0.9506900906562805,0.9613797258594324,0.9232824021815812
rwtd_228,run3_union,3,0.809070885181427,0.9095161885988712,0.13029224834799394
rwtd_229,rwtd_229_p02_m00.png,1,0.929862380027771,0.9456466302333492,0.9109061104491923
rwtd_236,rwtd_236_p01_m00.png,1,0.9442623257637024,0.9502754504735732,0.897021492222778
rwtd_237,rwtd_237_p01_m00.png,0,0.9347344040870667,0.938848284802137,0.8773599925619318
rwtd_238,rwtd_238_p01_m00.png,2,0.9372642636299133,0.9372278161467442,0.8666435622523709
rwtd_240,rwtd_240_p01_m00.png,1,0.8099091053009033,0.8819274573216499,0.744772847643184
rwtd_243,rwtd_243_p02_m09.png,3,0.7286474108695984,0.8078998488925556,0.8728880897850348
rwtd_244,rwtd_244_p01_m08.png,3,0.7931530475616455,0.8357863869574478,0.8185204167961697
rwtd_245,rwtd_245_p01_m00.png,1,0.8185061812400818,0.8781921895529697,0.8354284859334046
rwtd_246,rwtd_246_p01_m02.png,3,0.7922226786613464,0.8192343365183125,0.6847444006599123
rwtd_247,run0_union,0,0.9494916796684265,0.9513940361453007,0.8986407264575692
rwtd_250,run2_union,2,0.9209494590759277,0.9304643812257211,0.9125209922039319
rwtd_251,run0_union,0,0.942969799041748,0.944983918849131,0.8943642570286736
rwtd_252,run1_union,1,0.857368528842926,0.8517617104114057,0.5480353093659133
rwtd_253,rwtd_253_p02_m00.png,1,0.8619619011878967,0.878190382294964,0.8063791411455978
rwtd_254,run0_union,0,0.9563311338424683,0.9582853381576483,0.9093136587620557
rwtd_256,rwtd_256_p02_m00.png,0,0.9460986852645874,0.9540111175208711,0.9097261688385085
rwtd_257,rwtd_257_p02_m00.png,2,0.9191378951072693,0.9357718893970713,0.9064077761755733
rwtd_258,rwtd_258_p03_m00.png,0,0.939856231212616,0.9419760732765852,0.894300633858836
rwtd_259,rwtd_259_p03_m00.png,0,0.9395312666893005,0.9538341564806143,0.9447077444860281
rwtd_260,rwtd_260_p01_m00.png,1,0.9524328112602234,0.9658620792256738,0.9312168792377832
rwtd_261,rwtd_261_p01_m01.png,3,0.9360063672065735,0.9343042244446798,0.8558141557955796
rwtd_262,run0_union,0,0.9489153027534485,0.9561906748688982,0.9245440145888292
rwtd_263,rwtd_263_p02_m00.png,1,0.905976414680481,0.9238625812415162,0.8462535879111811
rwtd_265,rwtd_265_p01_m01.png,3,0.7582842707633972,0.8200062715533395,0.8148736784977693
rwtd_268,rwtd_268_p01_m00.png,3,0.9175752997398376,0.9323013354065144,0.8667583960408951
rwtd_269,rwtd_269_p01_m00.png,2,0.8812695145606995,0.899648394717564,0.7987626556932033
rwtd_270,rwtd_270_p01_m08.png,3,0.4700632393360138,0.5244473062866518,0.41904359371422706
rwtd_274,rwtd_274_p01_m00.png,0,0.8443366289138794,0.8595769682696496,0.7672000019080243
rwtd_276,rwtd_276_p01_m00.png,2,0.9521773457527161,0.9728577323324338,0.9636881485859782
rwtd_280,rwtd_280_p02_m00.png,2,0.8335505127906799,0.8824262715455107,0.8084327765995971
rwtd_281,rwtd_281_p02_m00.png,3,0.8678006529808044,0.906072351418262,0.8303675994011112
rwtd_282,rwtd_282_p02_m00.png,2,0.9379699230194092,0.9725402678020165,0.9488505412009142
rwtd_288,run2_union,2,0.6153336763381958,0.6798379181016287,0.3734023734124297
rwtd_293,rwtd_293_p01_m00.png,2,0.8423935770988464,0.8789322166956661,0.5449556052241535
rwtd_294,rwtd_294_p01_m00.png,1,0.8917444348335266,0.886245534261973,0.7599176411805646
rwtd_299,rwtd_299_p01_m04.png,3,0.8873480558395386,0.8960538350944203,0.8151919130722044
rwtd_300,rwtd_300_p01_m00.png,2,0.9692486524581909,0.9873389788404068,0.9721779751732799
rwtd_302,run2_union,2,0.9532944560050964,0.9577250093121583,0.9252637327683874
rwtd_303,rwtd_303_p02_m00.png,1,0.9489336609840393,0.9743271575842953,0.9634337584042793
rwtd_304,rwtd_304_p01_m00.png,2,0.7855551838874817,0.7910581088892266,0.7288791333969847
rwtd_308,rwtd_308_p02_m00.png,0,0.9019888639450073,0.9244136211258129,0.9313261781036651
rwtd_310,rwtd_310_p01_m00.png,1,0.9261044859886169,0.9537292817663493,0.7531309405024408
rwtd_311,run3_union,3,0.7963449954986572,0.8847938342953606,0.09361740441823906
rwtd_315,rwtd_315_p02_m00.png,0,0.8955751657485962,0.933362332902355,0.6564886682033662
rwtd_318,run2_union,2,0.7774478197097778,0.8546495956815724,0.8565416240474503
rwtd_319,rwtd_319_p03_m01.png,3,0.9098491072654724,0.9450860077874277,0.9050996595964725
rwtd_321,rwtd_321_p02_m00.png,2,0.9491837620735168,0.9517181383184218,0.8945301165192665
rwtd_322,run0_union,0,0.8565234541893005,0.8587770914774359,0.7775774466449491
rwtd_323,rwtd_323_p01_m00.png,1,0.9035298228263855,0.9037463080960555,0.8199566601356477
rwtd_324,run0_union,0,0.9350592494010925,0.935300370612419,0.8672699951695523
rwtd_325,run1_union,1,0.9318161606788635,0.9326772095083763,0.8588210585796462
rwtd_327,rwtd_327_p03_m00.png,0,0.948692798614502,0.951626155422966,0.9155926244914758
rwtd_328,rwtd_328_p02_m00.png,0,0.9226247668266296,0.9684013286690366,0.9726879977745209
rwtd_329,rwtd_329_p01_m00.png,1,0.8330621123313904,0.8912603597835428,0.7748880047504387
rwtd_330,rwtd_330_p01_m00.png,2,0.9305898547172546,0.9416715599898667,0.8595215484031619
rwtd_331,rwtd_331_p02_m00.png,0,0.8293712139129639,0.9059067672171589,0.8860218622065671
rwtd_332,run3_union,3,0.8531439304351807,0.8924928600534782,0.8445279783748295
rwtd_334,run0_union,0,0.8600817918777466,0.8678003291257416,0.6899971816841326
rwtd_337,run1_union,1,0.9534713625907898,0.9590994079077664,0.9628564527088352
rwtd_342,run2_union,2,0.9528051614761353,0.9582388574877043,0.9260864871949571
rwtd_343,run0_union,0,0.8833559155464172,0.8939789741899077,0.8913736900546037
rwtd_344,rwtd_344_p02_m00.png,2,0.8610612750053406,0.9408343028034966,0.9327228659644939
rwtd_345,rwtd_345_p01_m08.png,3,0.5567399263381958,0.5925289003506614,0.5231080816864653
rwtd_346,rwtd_346_p01_m00.png,2,0.9184936881065369,0.9229872652668983,0.892951018755928
rwtd_347,rwtd_347_p01_m00.png,2,0.9400712251663208,0.9499030972283983,0.9180322035117631
rwtd_348,rwtd_348_p02_m00.png,2,0.8492246270179749,0.8963961423445017,0.8845723177361509
rwtd_349,rwtd_349_p02_m00.png,0,0.8985211849212646,0.9375308885987075,0.922314367110315
rwtd_350,run0_union,0,0.9445505738258362,0.948376739959554,0.852388952756675
rwtd_351,rwtd_351_p01_m00.png,0,0.9622706174850464,0.9719247198632702,0.9454064144982621
rwtd_352,rwtd_352_p02_m00.png,1,0.9503443837165833,0.9527898717903879,0.8535146277306324
rwtd_357,rwtd_357_p02_m00.png,1,0.955173909664154,0.9682095333014986,0.9499307619331409
rwtd_358,run3_union,3,0.8973888754844666,0.9642500435959791,0.6436128614315347
rwtd_359,rwtd_359_p01_m00.png,2,0.9197606444358826,0.9260425282118245,0.8379526394121077
rwtd_362,rwtd_362_p01_m00.png,1,0.7974739074707031,0.8079793605429897,0.6548055630279978
rwtd_363,run0_union,0,0.9390387535095215,0.9410889187609441,0.8554160879120434
rwtd_364,rwtd_364_p01_m00.png,2,0.8516643643379211,0.8927164359991275,0.8702481433007289
rwtd_365,rwtd_365_p02_m00.png,2,0.921174943447113,0.9190432146320358,0.8168673020040463
rwtd_366,rwtd_366_p02_m08.png,3,0.6378692388534546,0.6831605894084567,0.47644563024649783
rwtd_367,rwtd_367_p02_m00.png,0,0.8813503980636597,0.8815598831048315,0.7271407071046244
rwtd_371,rwtd_371_p01_m00.png,2,0.9546976685523987,0.9603503558276365,0.9092779164421302
rwtd_373,rwtd_373_p01_m00.png,1,0.9029074907302856,0.9399617338461439,0.939660654872321
rwtd_374,rwtd_374_p01_m06.png,3,0.7545841932296753,0.936016691289785,0.9451732746692186
rwtd_376,run3_union,3,0.9585437774658203,0.964408252891339,0.9064233667708156
rwtd_377,run2_union,2,0.886557936668396,0.8908839778851713,0.92637982722593
rwtd_378,rwtd_378_p01_m00.png,0,0.8844348192214966,0.8958683486306709,0.6512528344907659
rwtd_380,run3_union,3,0.9244529008865356,0.9554865424410859,0.8681360403781885
rwtd_382,rwtd_382_p01_m00.png,0,0.9451461434364319,0.944679070877436,0.8279518181578372
rwtd_383,rwtd_383_p01_m00.png,2,0.9034765958786011,0.947424210300648,0.8825480492768306
rwtd_387,run2_union,2,0.9569723606109619,0.9604098556714767,0.8746427835552046
rwtd_388,rwtd_388_p01_m00.png,0,0.9092034697532654,0.9671281505124432,0.9165871997675327
rwtd_389,rwtd_389_p01_m00.png,0,0.9034544229507446,0.8846597153325524,0.7546059968952872
rwtd_391,rwtd_391_p03_m00.png,0,0.90127032995224,0.9125165424468028,0.9151559438597306
rwtd_392,run3_union,3,0.9195316433906555,0.9502214298011439,0.8971370359292969
rwtd_393,rwtd_393_p01_m00.png,2,0.8888870477676392,0.9068767908287801,0.7756864030084574
rwtd_394,run3_union,3,0.9076147675514221,0.9757574176013785,0.9440688054340748
rwtd_395,run3_union,3,0.9004561901092529,0.935826521119644,0.8461052081886595
rwtd_397,run3_union,3,0.7999416589736938,0.891535315754112,0.6963002358511372
rwtd_398,rwtd_398_p02_m06.png,3,0.8641376495361328,0.9064205457318392,0.9359527187970887
rwtd_399,rwtd_399_p01_m00.png,0,0.4975566864013672,0.35220737011430814,0.048303817161984106
rwtd_400,rwtd_400_p01_m04.png,3,0.5469587445259094,0.616907977166167,0.4392199519674495
rwtd_403,run3_union,3,0.8564605712890625,0.9341177756308007,0.7558264982879868
rwtd_408,run3_union,3,0.4942886531352997,0.4858972949183915,0.18351937393425624
rwtd_410,rwtd_410_p01_m00.png,2,0.9721896648406982,0.9766810758862231,0.9413622608377327
rwtd_411,rwtd_411_p02_m00.png,3,0.924629807472229,0.9491395793453674,0.934787491873843
rwtd_412,rwtd_412_p02_m00.png,1,0.8751956224441528,0.890747455837579,0.8814643713533381
rwtd_413,run3_union,3,0.9209232330322266,0.92482599976134,0.8504699536127683
rwtd_414,run2_union,2,0.9042825698852539,0.9470665229406103,0.9176164023360635
rwtd_416,run0_union,0,0.9471155405044556,0.9475016880463308,0.8711787044787522
rwtd_417,run2_union,2,0.8918628096580505,0.9214042792466556,0.8288725084801645
