image_id,selected_source,selected_run_idx,predicted_iou,actual_iou,actual_ari
rwtd_1,rwtd_1_p01_m00.png,0,0.7794719934463501,0.8536311408984797,0.5389567007956625
rwtd_2,rwtd_2_p01_m00.png,2,0.8079220652580261,0.8466233838276271,0.6910385024926999
rwtd_3,run3_union,3,0.5065668225288391,0.647804853738357,0.3219083907204034
rwtd_4,rwtd_4_p02_m00.png,0,0.811723530292511,0.5623231688104187,0.5968040194189721
rwtd_5,rwtd_5_p02_m00.png,2,0.8155151605606079,0.9257389343614247,0.9072968211544068
rwtd_8,rwtd_8_p01_m00.png,1,0.8769669532775879,0.8877112773590755,0.8117786562047897
rwtd_12,run3_union,3,0.5949575901031494,0.6074601053364369,0.15211599196398914
rwtd_13,rwtd_13_p02_m00.png,3,0.8422300815582275,0.941693268168757,0.8779884664010903
rwtd_14,rwtd_14_p01_m00.png,0,0.8244126439094543,0.9330788804044866,0.8607455390004248
rwtd_15,rwtd_15_p01_m00.png,2,0.7243161797523499,0.37528809652864814,-0.05366728442585163
rwtd_16,rwtd_16_p01_m08.png,3,0.6629805564880371,0.5584657896588213,0.17907921753255854
rwtd_17,run2_union,2,0.8737931251525879,0.6554618399707454,0.2376940461759895
rwtd_18,run1_union,1,0.7882412075996399,0.9638576433649034,0.961798931464189
rwtd_22,rwtd_22_p02_m00.png,1,0.7807587385177612,0.8633977853751535,0.76882518930569
rwtd_24,rwtd_24_p02_m00.png,2,0.6407632827758789,0.8852954242480204,0.9023689821760598
rwtd_25,rwtd_25_p01_m00.png,2,0.8639503717422485,0.9510053698077411,0.9249122636684046
rwtd_27,run3_union,3,0.5809282064437866,0.9570834691842309,0.9364375605346222
rwtd_28,rwtd_28_p01_m00.png,2,0.7494351267814636,0.8868277891706446,0.7811337182174666
rwtd_30,run0_union,0,0.7068543434143066,0.6559024040168477,0.3834632579376839
rwtd_33,rwtd_33_p01_m00.png,0,0.7822858691215515,0.9144166998859957,0.6901369097558844
rwtd_34,rwtd_34_p02_m00.png,0,0.8751355409622192,0.8423361725787734,0.5978428368782939
rwtd_36,rwtd_36_p01_m00.png,0,0.7685744762420654,0.9575871818969217,0.9598089880265178
rwtd_38,rwtd_38_p02_m00.png,2,0.5797316431999207,0.3274671606573975,0.3727689238403551
rwtd_39,run0_union,0,0.633054792881012,0.3423672674128741,-0.0031686174529958993
rwtd_40,rwtd_40_p01_m00.png,0,0.8700136542320251,0.8021327014162104,0.8087162590852176
rwtd_41,run0_union,0,0.8393774628639221,0.6265419848530228,0.018002335053692208
rwtd_44,run0_union,0,0.6154739260673523,0.5267775170852628,0.18806026263180126
rwtd_45,run1_union,1,0.8870720863342285,0.9678676933484239,0.920384351318507
rwtd_47,run2_union,2,0.9313473105430603,0.9656789472113319,0.9298038267830764
rwtd_48,rwtd_48_p02_m00.png,2,0.82027667760849,0.5401813348859553,0.04865855101295729
rwtd_51,rwtd_51_p03_m00.png,0,0.938179075717926,0.956828792621722,0.9128142224928715
rwtd_54,rwtd_54_p01_m00.png,2,0.865718424320221,0.9811206414297475,0.9507897923464486
rwtd_56,rwtd_56_p03_m00.png,2,0.8152260780334473,0.8982947455957346,0.7886498718260591
rwtd_58,rwtd_58_p01_m00.png,1,0.8250742554664612,0.8967670931327644,0.7841020825002828
rwtd_59,rwtd_59_p02_m04.png,3,0.7677663564682007,0.7762170700040159,0.5743074925710793
rwtd_60,rwtd_60_p01_m00.png,3,0.7139255404472351,0.9548583176859083,0.9385535856062281
rwtd_63,rwtd_63_p03_m00.png,0,0.7821908593177795,0.5226815367827662,-0.05845018272336476
rwtd_67,rwtd_67_p02_m00.png,0,0.7181017994880676,0.5686624962755458,-0.009803643108428755
rwtd_69,rwtd_69_p01_m00.png,0,0.8074842095375061,0.864039466726775,0.7373678906585655
rwtd_70,rwtd_70_p01_m00.png,1,0.914344847202301,0.9473506295925311,0.8891763418028569
rwtd_71,run3_union,3,0.6477649211883545,0.6103303578231322,-0.10439727691668438
rwtd_73,rwtd_73_p01_m00.png,1,0.8711272478103638,0.9504421460458381,0.905539189067167
rwtd_74,rwtd_74_p01_m01.png,3,0.9266895651817322,0.9214546709988737,0.8403124027050646
rwtd_76,rwtd_76_p02_m00.png,2,0.9393991827964783,0.9529910218872424,0.9164787655177096
rwtd_77,rwtd_77_p01_m00.png,0,0.6195228099822998,0.7819317019543225,-0.04708771757589517
rwtd_78,rwtd_78_p01_m00.png,2,0.8779468536376953,0.7827659852644259,0.7136744362828876
rwtd_79,run1_union,1,0.6891871094703674,0.7689044219325517,0.3712065031512565
rwtd_84,run2_union,2,0.8503363132476807,0.9658020576693023,0.9431626361599073
rwtd_85,rwtd_85_p01_m00.png,3,0.8684447407722473,0.9091842722971347,0.8543303520744664
rwtd_86,run0_union,0,0.7276290655136108,0.6972939845354108,0.36949997075763613
rwtd_88,rwtd_88_p01_m00.png,1,0.8107499480247498,0.4277396169757819,0.03340204644845514
rwtd_91,run0_union,0,0.824709415435791,0.9375704236046607,0.8787899692596199
rwtd_93,run3_union,3,0.8955488801002502,0.4777579733769241,0.014085029120761615
rwtd_95,rwtd_95_p01_m01.png,3,0.8626197576522827,0.9414300769618323,0.8911901766534613
rwtd_96,rwtd_96_p01_m00.png,2,0.7904441356658936,0.9059912148019514,0.8467924919110125
rwtd_101,run3_union,3,0.7381816506385803,0.6669878814405986,0.424963324370103
rwtd_102,run2_union,2,0.872542142868042,0.6176274364834966,0.12356495829804702
rwtd_103,rwtd_103_p02_m00.png,2,0.7304658889770508,0.5900815130172866,0.16866219776008148
rwtd_104,rwtd_104_p01_m00.png,0,0.7712444067001343,0.9074591391031324,0.13881774701213656
rwtd_106,run3_union,3,0.6064971685409546,0.7658081054675815,-0.0869657901903701
rwtd_107,run3_union,3,0.562689483165741,0.908365753307094,0.810150877607988
rwtd_109,run0_union,0,0.6973088979721069,0.5744978446286011,0.18312246208248018
rwtd_118,run3_union,3,0.5785249471664429,0.684653008921781,-0.02286724827702774
rwtd_121,rwtd_121_p01_m09.png,3,0.6161920428276062,0.3971238746155097,-0.05137535262851826
rwtd_122,rwtd_122_p01_m00.png,1,0.7900917530059814,0.9130474397105234,0.8328876246528346
rwtd_125,run2_union,2,0.8202714323997498,0.9404210840628121,0.9262970168021816
rwtd_128,run0_union,0,0.8809694647789001,0.8627775303754208,0.6398420483514518
rwtd_129,run3_union,3,0.6120574474334717,0.5794346896507139,0.038632343360549944
rwtd_134,rwtd_134_p02_m00.png,2,0.6771143674850464,0.9644662718446787,0.9263345378496188
rwtd_139,run2_union,2,0.7994794249534607,0.8468341496041477,0.7519544885891983
rwtd_142,rwtd_142_p01_m00.png,0,0.5719491839408875,0.45902747271236605,-0.018822220757848094
